State,Year,Days with AQI,Good Days,Moderate Days,Unhealthy for Sensitive Groups Days,Unhealthy Days,Very Unhealthy Days,Hazardous Days,Max AQI,Median AQI,Avg_Temp
Montana,2017,5821,3890,1684,131,71,24,21,228.57894736842104,35.578947368421055,45.27844221445252
Montana,2018,5873,4305,1465,77,26,0,0,142.47368421052633,33.94736842105263,42.65175076044764
Montana,2019,5791,4697,1082,10,2,0,0,98.63157894736842,30.736842105263158,40.4750671487009
Montana,2020,5794,4558,1136,52,41,5,2,159.3684210526316,29.57894736842105,44.06707126221919
Montana,2021,5861,4034,1596,180,50,1,0,153.6315789473684,34.473684210526315,46.72288099128371
Montana,2022,6200,4897,1230,47,24,2,0,129.75,30.75,42.86511734154158
Montana,2023,7039,5283,1639,73,41,3,0,165.65217391304347,30.391304347826086,44.91729631710645
Montana,2024,1812,1508,303,1,0,0,0,69.10526315789474,30.842105263157894,39.57521884632582
Nebraska,2009,2248,1886,357,3,1,1,0,95.33333333333333,30.25,60.30683876136364
Nebraska,2010,2313,1757,542,13,1,0,0,102.0,34.0,66.79761906451613
Nebraska,2011,2406,1733,668,5,0,0,0,89.54545454545455,34.72727272727273,65.03027109817492
Nebraska,2012,2436,1610,796,29,1,0,0,97.63636363636364,37.90909090909091,64.26964295609702
Nebraska,2013,2259,1721,532,6,0,0,0,84.9090909090909,31.90909090909091,54.35660960273973
Nebraska,2014,2215,1766,446,3,0,0,0,84.0909090909091,30.09090909090909,52.26132196986301
Nebraska,2015,2299,1820,476,3,0,0,0,85.72727272727273,30.727272727272727,53.76742008767123
Nebraska,2016,2128,1739,384,5,0,0,0,81.1,29.6,55.05061478688524
Nebraska,2017,2140,1578,561,1,0,0,0,90.66666666666667,34.55555555555556,54.49327862011173
Nebraska,2018,2154,1676,474,4,0,0,0,83.55555555555556,33.0,51.58474128296704
Nebraska,2019,2141,1846,295,0,0,0,0,70.66666666666667,29.444444444444443,51.05648404109589
Nebraska,2020,2528,2110,412,5,1,0,0,99.55555555555556,30.22222222222222,53.49115072328768
Nebraska,2021,2785,2183,586,16,0,0,0,107.0,34.3,59.19801546875
Nebraska,2022,3039,2710,328,1,0,0,0,81.6,26.8,52.59730172054794
Nebraska,2023,3069,2322,693,43,10,1,0,158.88888888888889,33.888888888888886,54.79269376033057
Nebraska,2024,1405,1190,214,1,0,0,0,81.0,28.0,50.83248014285714
Nevada,2009,2670,2080,553,36,1,0,0,104.8,34.2,51.816084829128684
Nevada,2010,2918,2316,562,40,0,0,0,98.6,33.1,51.050572769135854
Nevada,2011,3001,2296,641,62,2,0,0,110.9,33.5,56.77819337722123
Nevada,2012,2580,1674,807,85,6,0,8,182.9,36.7,56.97971780434883
Nevada,2013,2895,1895,885,68,22,10,15,219.6,39.2,53.874233885930416
Nevada,2014,2951,1983,923,34,6,0,5,219.44444444444446,42.888888888888886,59.62867793003133
Nevada,2015,3027,2113,862,48,4,0,0,134.0,41.666666666666664,58.764541121903584
Nevada,2016,3209,2387,783,37,0,1,1,150.33333333333334,38.55555555555556,58.44219277941488
Nevada,2017,3228,2346,832,45,4,1,0,146.66666666666666,39.55555555555556,58.87284799395834
Nevada,2018,3217,2280,828,101,6,2,0,143.11111111111111,38.44444444444444,58.715969702860946
Nevada,2019,3252,2625,620,7,0,0,0,95.22222222222223,35.44444444444444,56.49084150280285
Nevada,2020,3273,2440,726,63,35,8,1,211.44444444444446,39.111111111111114,58.96914883964558
Nevada,2021,3186,2178,848,91,47,20,2,198.33333333333334,41.44444444444444,59.39724214769917
Nevada,2022,3223,2409,750,36,18,8,2,210.66666666666666,40.111111111111114,57.66666567192044
Nevada,2023,3245,2399,813,32,1,0,0,107.0,40.44444444444444,56.29873275121122
Nevada,2024,909,781,123,5,0,0,0,71.66666666666667,33.22222222222222,57.46123466608186
New Hampshire,2009,2148,1692,444,12,0,0,0,108.85714285714286,37.285714285714285,62.978119621951215
New Hampshire,2010,2271,1738,509,23,1,0,0,124.14285714285714,40.0,59.908471645776565
New Hampshire,2011,2269,1621,636,10,2,0,0,118.0,41.0,49.0737296260274
New Hampshire,2012,2281,1719,544,18,0,0,0,115.42857142857143,40.714285714285715,50.12094452427016
New Hampshire,2013,2282,1670,603,9,0,0,0,103.28571428571429,40.57142857142857,47.666112609712854
New Hampshire,2014,2335,1717,610,8,0,0,0,106.42857142857143,40.857142857142854,48.61839507562608
New Hampshire,2015,2389,1837,539,12,1,0,0,119.28571428571429,40.285714285714285,49.895391052687906
New Hampshire,2016,2444,2101,333,10,0,0,0,99.85714285714286,37.285714285714285,51.03132303291448
New Hampshire,2017,2487,2141,340,5,1,0,0,104.85714285714286,37.142857142857146,48.72536837791761
New Hampshire,2018,2227,1912,309,6,0,0,0,95.71428571428571,38.0,49.12781737118987
New Hampshire,2019,2310,2138,171,1,0,0,0,77.28571428571429,36.285714285714285,49.060557430663444
New Hampshire,2020,2402,2180,222,0,0,0,0,77.28571428571429,37.57142857142857,51.683580747524225
New Hampshire,2021,2398,2054,332,12,0,0,0,124.0,37.42857142857143,53.260865493287966
New Hampshire,2022,2389,2149,238,2,0,0,0,86.57142857142857,37.142857142857146,51.52894170790294
New Hampshire,2023,2400,1970,418,12,0,0,0,112.14285714285714,39.142857142857146,51.85552748488244
New Hampshire,2024,639,609,30,0,0,0,0,53.714285714285715,36.57142857142857,47.48676535611287
New Jersey,2009,5845,3747,2037,61,0,0,0,114.47058823529412,41.529411764705884,51.42495909589041
New Jersey,2010,5551,3426,1870,218,36,1,0,161.8125,44.25,53.534961953424656
New Jersey,2011,5598,3360,2061,147,30,0,0,158.0,45.5,54.77170004521299
New Jersey,2012,5397,3331,1858,186,22,0,0,146.75,44.5625,54.84345596190877
New Jersey,2013,5418,3701,1669,45,3,0,0,122.9375,42.375,52.57920672420092
New Jersey,2014,5444,3782,1615,45,2,0,0,124.625,43.0625,49.91456907218679
New Jersey,2015,5465,3708,1648,105,4,0,0,132.8125,42.375,48.958475517453905
New Jersey,2016,5511,3472,1954,79,6,0,0,137.5625,44.375,55.37045721001417
New Jersey,2017,5589,3738,1795,56,0,0,0,115.625,42.9375,54.433592793160706
New Jersey,2018,5505,3591,1839,67,8,0,0,140.1875,42.9375,53.36254171807596
New Jersey,2019,5514,3703,1786,25,0,0,0,114.5625,43.5,57.38320555286645
New Jersey,2021,5535,3786,1704,44,1,0,0,119.6875,42.375,55.87957931232877
New Jersey,2023,5290,3460,1722,59,40,9,0,212.13333333333333,43.733333333333334,55.67011364534884
New Mexico,2009,4982,3979,980,21,2,0,0,88.16666666666667,31.77777777777778,62.090707463538365
New Mexico,2010,4940,3771,1132,26,3,2,6,143.16666666666666,32.388888888888886,61.46434408902185
New Mexico,2011,4914,3314,1498,87,6,2,7,178.83333333333334,35.22222222222222,61.7928237900049
New Mexico,2012,4903,3480,1325,83,3,3,9,246.88888888888889,35.333333333333336,61.99571906120339
New Mexico,2013,4935,3548,1298,66,13,2,8,140.66666666666666,35.5,62.4362014025303
New Mexico,2014,4813,3733,1048,23,5,3,1,112.70588235294117,35.294117647058826,63.00315597431416
New Mexico,2015,4530,3527,984,17,2,0,0,90.5,32.125,62.90217748479263
New Mexico,2016,4556,3560,973,18,4,0,1,121.75,32.25,63.53417354024065
New Mexico,2017,4564,3231,1262,64,4,0,3,136.1875,33.6875,63.401106093441385
New Mexico,2018,4570,3078,1373,111,8,0,0,110.1875,35.6875,57.95451199864111
New Mexico,2019,4529,3257,1218,44,5,2,3,154.5625,33.3125,59.902497490671045
New Mexico,2020,4564,3417,1092,46,4,2,3,129.5,33.8125,61.25090888524802
New Mexico,2021,4540,3204,1234,86,12,1,3,173.0625,35.125,61.19899038426954
New Mexico,2022,4536,3308,1110,102,7,4,5,210.125,33.75,59.56005387363872
New Mexico,2023,4529,3334,1144,45,5,1,0,109.6875,33.6875,60.78952823247579
New Mexico,2024,1130,924,180,19,2,1,4,167.63636363636363,36.0,58.28668210697059
New York,2009,11977,8966,2923,85,3,0,0,118.31428571428572,39.114285714285714,48.592168270906775
New York,2010,12152,8844,3082,210,15,1,0,130.5,39.911764705882355,49.59274081274276
New York,2011,11755,8562,3061,112,19,1,0,130.76470588235293,40.470588235294116,48.767548874625554
New York,2012,11416,8423,2788,192,13,0,0,125.42424242424242,39.42424242424242,46.008945215843895
New York,2013,10276,7943,2289,41,3,0,0,106.72413793103448,38.689655172413794,50.416699061647655
New York,2014,10306,8078,2201,25,2,0,0,103.96551724137932,38.41379310344828,47.110965018390296
New York,2015,10215,7728,2409,78,0,0,0,111.96551724137932,38.96551724137931,40.83071047525816
New York,2016,10201,8225,1885,89,2,0,0,119.41379310344827,37.41379310344828,50.113196851092674
New York,2017,10178,8397,1735,43,3,0,0,102.03448275862068,37.275862068965516,52.93906743270793
New York,2018,9799,7850,1855,88,5,1,0,122.92857142857143,37.0,50.52030429596673
New York,2019,9710,8218,1470,22,0,0,0,85.79310344827586,37.10344827586207,46.340488906420845
New York,2020,9642,8270,1353,17,2,0,0,91.92592592592592,36.0,50.61694244801715
New York,2021,9726,7866,1797,57,6,0,0,122.11111111111111,37.629629629629626,51.850220911325344
New York,2022,9682,8093,1563,26,0,0,0,96.77777777777777,37.333333333333336,50.36698766238877
New York,2023,9733,7595,1986,91,54,7,0,174.0,38.333333333333336,52.11114189944961
New York,2024,4536,3906,604,25,1,0,0,101.0,36.92307692307692,38.76366799816331
North Carolina,2009,12604,7716,4847,40,1,0,0,95.08695652173913,44.34782608695652,56.237207374615565
North Carolina,2010,12640,6519,5868,242,11,0,0,120.86666666666666,48.84444444444444,58.02979113353643
North Carolina,2011,12549,6749,5571,214,15,0,0,120.6,48.53333333333333,58.922026538056215
North Carolina,2012,12812,7945,4710,135,20,2,0,130.26666666666668,45.4,58.865260656080764
North Carolina,2013,12952,9033,3904,14,1,0,0,92.65217391304348,42.0,56.81596342338869
North Carolina,2014,13096,8374,4708,14,0,0,0,91.91304347826087,44.5,57.63963514392653
North Carolina,2015,12113,8302,3790,21,0,0,0,88.88636363636364,43.18181818181818,58.274260365265334
North Carolina,2016,10643,7697,2870,59,17,0,0,115.72222222222223,42.30555555555556,60.62610967645145
North Carolina,2017,11192,8369,2818,5,0,0,0,87.30555555555556,41.94444444444444,60.60142997976421
North Carolina,2018,10601,7911,2676,14,0,0,0,91.22222222222223,40.861111111111114,59.232402888085666
North Carolina,2019,10749,7949,2787,13,0,0,0,84.61111111111111,42.083333333333336,60.165847854044294
North Carolina,2020,11146,9513,1627,6,0,0,0,79.77777777777777,36.361111111111114,59.81039365444039
North Carolina,2021,11095,8533,2553,9,0,0,0,91.22222222222223,40.25,59.748094535094936
North Carolina,2022,10979,8645,2321,13,0,0,0,92.8,40.371428571428574,61.30071108912774
North Carolina,2023,11056,7988,3003,64,1,0,0,111.8,42.22857142857143,63.451639505356
North Carolina,2024,3563,2853,706,4,0,0,0,84.52941176470588,39.705882352941174,62.77152212902338
North Dakota,2009,2916,2745,169,2,0,0,0,67.0,31.333333333333332,36.04503317337584
North Dakota,2010,2737,2225,511,1,0,0,0,87.77777777777777,36.44444444444444,37.26952937899675
North Dakota,2011,2771,2220,550,0,0,1,0,97.875,40.0,42.30302677454014
North Dakota,2012,2913,2306,607,0,0,0,0,80.75,39.625,45.17098215911627
North Dakota,2013,3271,2678,592,1,0,0,0,82.88888888888889,39.44444444444444,39.96367806305141
North Dakota,2014,3266,2873,385,7,0,1,0,117.66666666666667,36.333333333333336,39.993314488894626
North Dakota,2015,3643,2995,587,46,15,0,0,152.5,35.5,44.75962823851503
North Dakota,2016,3627,3402,223,2,0,0,0,93.4,30.9,45.14230969992731
North Dakota,2017,3930,3316,597,11,5,1,0,142.72727272727272,35.0,43.64445161164887
North Dakota,2018,3596,2928,654,12,2,0,0,110.0,37.4,41.47372772241575
North Dakota,2019,3644,3271,371,1,1,0,0,88.2,34.9,39.34586695890584
North Dakota,2020,3288,2986,302,0,0,0,0,72.0,35.44444444444444,43.631250725796704
North Dakota,2021,3268,2451,713,67,36,1,0,180.44444444444446,38.44444444444444,45.786468099268134
North Dakota,2022,3237,2675,561,1,0,0,0,84.55555555555556,38.111111111111114,40.944449227939685
North Dakota,2023,3273,2188,933,97,47,5,3,277.6666666666667,42.22222222222222,43.91006851259347
North Dakota,2024,1638,1500,130,8,0,0,0,112.11111111111111,37.333333333333336,42.67577551926479
Ohio,2009,10754,7204,3423,123,4,0,0,112.82051282051282,41.794871794871796,50.28742062399139
Ohio,2010,11917,5627,5877,396,17,0,0,134.25,49.2,45.143730407151494
Ohio,2011,11665,6108,5178,353,26,0,0,134.89743589743588,46.205128205128204,54.2638248670445
Ohio,2012,11510,5465,5491,483,68,3,0,162.89473684210526,48.60526315789474,55.72819186127505
Ohio,2013,11390,6743,4576,69,2,0,0,111.3157894736842,44.26315789473684,54.37717868679474
Ohio,2014,11389,6808,4496,84,1,0,0,110.21052631578948,44.526315789473685,52.905912903283
Ohio,2015,11628,7414,4116,97,1,0,0,109.07692307692308,42.69230769230769,54.26424168100234
Ohio,2016,11928,8006,3785,137,0,0,0,110.2051282051282,41.666666666666664,55.3393989455739
Ohio,2017,12289,8749,3484,55,1,0,0,106.1025641025641,40.51282051282051,54.35102106163665
Ohio,2018,12381,8555,3724,100,2,0,0,108.25,40.125,48.31725420343721
Ohio,2019,12396,8700,3660,36,0,0,0,93.2,40.5,53.33211613151699
Ohio,2020,12266,9464,2739,60,3,0,0,101.5,37.825,53.667011350268005
Ohio,2021,11949,8085,3819,44,1,0,0,99.17948717948718,40.51282051282051,54.445846836532915
Ohio,2022,11488,8267,3154,63,4,0,0,112.97435897435898,40.0,51.84139312016777
Ohio,2023,11435,7409,3805,162,47,12,0,170.24324324324326,43.78378378378378,57.543252789422745
Ohio,2024,5725,4020,1664,41,0,0,0,99.91891891891892,42.54054054054054,56.177958343475304
Oklahoma,2009,7023,4317,2638,64,4,0,0,115.23809523809524,44.23809523809524,58.2469152928262
Oklahoma,2010,7726,4963,2716,46,1,0,0,109.125,43.416666666666664,56.56527720979236
Oklahoma,2011,7545,4091,2992,440,22,0,0,146.17391304347825,47.608695652173914,62.01520507623614
Oklahoma,2012,7100,4010,2751,315,23,1,0,143.45454545454547,46.18181818181818,63.60160229832596
Oklahoma,2013,7052,4659,2314,79,0,0,0,110.69565217391305,42.608695652173914,58.65348715368518
Oklahoma,2014,7350,5121,2200,28,1,0,0,106.36363636363636,41.63636363636363,57.152857436123526
Oklahoma,2015,6972,5190,1774,7,1,0,0,97.04347826086956,38.608695652173914,61.64761235968885
Oklahoma,2016,8017,6331,1673,12,1,0,0,93.0,38.12,62.9176901798445
Oklahoma,2017,8180,6028,2125,26,1,0,0,92.81481481481481,39.25925925925926,59.148729217736886
Oklahoma,2018,7863,5408,2377,75,3,0,0,122.88,41.52,59.51730569859018
Oklahoma,2019,6564,4639,1914,10,1,0,0,95.18181818181819,39.45454545454545,60.33800691462669
Oklahoma,2020,6039,4307,1714,16,2,0,0,111.16666666666667,41.611111111111114,61.57141758213249
Oklahoma,2021,6421,4035,2309,71,6,0,0,124.1,44.8,63.24798774787656
Oklahoma,2022,6476,4137,2256,73,9,1,0,130.9047619047619,44.714285714285715,62.78230812148534
Oklahoma,2023,6580,3805,2669,102,4,0,0,129.95238095238096,47.095238095238095,63.35239503632992
Oklahoma,2024,2406,1612,770,21,3,0,0,108.2,44.5,64.36901143885044
Oregon,2009,8551,5799,2649,86,16,1,0,127.29166666666667,37.5,51.66319543500668
Oregon,2010,8586,6575,1986,22,3,0,0,109.41666666666667,31.416666666666668,51.4597638767015
Oregon,2011,8209,6011,2102,85,10,1,0,119.28,31.72,50.190169104061276
Oregon,2012,8270,6109,2095,47,12,3,4,147.33333333333334,33.75,52.17467201059992
Oregon,2013,8288,5393,2704,138,44,7,2,142.45833333333334,39.458333333333336,51.79722206182846
Oregon,2014,7947,5914,1955,64,14,0,0,128.47826086956522,34.08695652173913,53.8366891859171
Oregon,2015,7957,5738,2062,103,50,3,1,171.6086956521739,35.391304347826086,54.49291452999878
Oregon,2016,7556,6151,1397,7,1,0,0,92.5,30.0,41.451910487522134
Oregon,2017,7903,5486,2103,171,105,30,8,242.3913043478261,35.08695652173913,53.50854502093442
Oregon,2018,7878,5521,2106,140,94,17,0,171.52173913043478,36.56521739130435,52.541949682364006
Oregon,2019,8292,6162,2083,40,7,0,0,107.75,33.083333333333336,53.13470467521465
Oregon,2020,8300,5986,2031,69,77,46,91,671.0869565217391,33.69565217391305,52.91042590215594
Oregon,2021,8310,6103,1966,112,109,19,1,172.6086956521739,34.130434782608695,52.59912987361879
Oregon,2022,7677,5416,2136,60,43,11,11,157.52173913043478,33.56521739130435,51.512286910588294
Oregon,2023,7583,5459,1978,70,48,24,4,197.61904761904762,35.38095238095238,51.908496474351146
Oregon,2024,1898,1546,352,0,0,0,0,68.0,31.142857142857142,49.86467495383366
Pennsylvania,2009,11822,6633,5058,126,5,0,0,113.75,45.611111111111114,56.78730052054794
Pennsylvania,2010,12054,6194,5368,446,46,0,0,150.58333333333334,48.69444444444444,59.4606594739726
Pennsylvania,2011,12764,6677,5774,289,24,0,0,135.43243243243242,48.62162162162162,60.318467986159185
Pennsylvania,2012,13192,6774,5953,427,38,0,0,147.56756756756758,48.54054054054054,58.568589123910584
Pennsylvania,2013,13673,7822,5682,165,4,0,0,124.5,46.921052631578945,56.50040636132246
Pennsylvania,2014,13652,7827,5715,106,4,0,0,111.34210526315789,47.23684210526316,54.24630780740884
Pennsylvania,2015,13360,7562,5632,160,6,0,0,118.24324324324324,46.972972972972975,55.99104210423015
Pennsylvania,2016,13345,8076,5111,156,1,1,0,126.67567567567568,45.567567567567565,57.4599318442623
Pennsylvania,2017,13371,7851,5443,74,3,0,0,106.32432432432432,46.16216216216216,53.931543211015736
Pennsylvania,2018,13621,9248,4278,90,5,0,0,111.76923076923077,41.794871794871796,53.17235484982652
Pennsylvania,2019,14075,10112,3897,59,7,0,0,103.175,42.05,53.48757787137418
Pennsylvania,2020,14280,10802,3434,43,1,0,0,98.75,40.425,54.66021786853943
Pennsylvania,2021,13728,8765,4874,84,5,0,0,120.65,43.6,54.965245066930855
Pennsylvania,2022,13184,8874,4263,45,2,0,0,100.375,43.275,53.4454011200701
Pennsylvania,2023,12690,8150,4306,137,64,29,4,202.18421052631578,43.71052631578947,54.87059314190676
Pennsylvania,2024,4930,3991,933,6,0,0,0,81.29411764705883,33.26470588235294,51.315265770910216
Rhode Island,2009,869,641,220,8,0,0,0,115.33333333333333,40.0,50.80173587346838
Rhode Island,2010,930,670,239,19,2,0,0,143.33333333333334,41.333333333333336,53.25475482922375
Rhode Island,2011,944,633,292,19,0,0,0,140.0,42.666666666666664,52.41466591933065
Rhode Island,2012,1028,710,290,25,3,0,0,161.66666666666666,43.0,53.65878843551197
Rhode Island,2013,1087,757,309,20,1,0,0,154.0,43.666666666666664,51.15401623222601
Rhode Island,2014,1093,855,235,3,0,0,0,106.33333333333333,40.333333333333336,50.27844667278464
Rhode Island,2015,1083,720,348,12,3,0,0,163.33333333333334,44.666666666666664,51.0920564456621
Rhode Island,2016,1081,799,269,12,1,0,0,146.0,40.666666666666664,52.566065611956795
Rhode Island,2017,1076,853,209,13,1,0,0,144.66666666666666,37.333333333333336,51.898631918811596
Rhode Island,2018,1080,817,244,19,0,0,0,134.0,39.333333333333336,52.01077089658698
Rhode Island,2019,1068,864,202,2,0,0,0,103.0,39.333333333333336,50.192583026695786
Rhode Island,2020,1090,879,206,4,1,0,0,133.0,38.0,53.71524646169548
Rhode Island,2021,1081,838,234,9,0,0,0,139.66666666666666,38.333333333333336,53.23222099211765
Rhode Island,2022,1079,910,164,4,1,0,0,124.0,36.666666666666664,52.62457943005756
Rhode Island,2023,1077,791,268,18,0,0,0,130.33333333333334,42.0,53.41117368416378
Rhode Island,2024,367,348,19,0,0,0,0,54.666666666666664,34.666666666666664,46.637365265754426
South Carolina,2009,6377,4761,1609,7,0,0,0,85.6,39.4,41.45
South Carolina,2010,6510,4424,2025,61,0,0,0,111.1,43.15,62.545403204986144
South Carolina,2011,5910,3583,2244,79,4,0,0,120.0,45.9,75.17355848148148
South Carolina,2012,5119,3341,1753,23,2,0,0,109.42105263157895,43.68421052631579,69.4065435756208
South Carolina,2013,5371,3988,1381,2,0,0,0,84.47368421052632,39.526315789473685,66.69055486095506
South Carolina,2014,5415,3706,1706,2,1,0,0,89.78947368421052,42.10526315789474,67.07134357222222
South Carolina,2015,5611,4358,1249,4,0,0,0,84.89473684210526,39.26315789473684,70.1370008118925
South Carolina,2016,5880,4417,1429,23,10,1,0,117.6,40.5,70.07342618248128
South Carolina,2017,5808,4570,1232,6,0,0,0,84.52631578947368,38.36842105263158,65.75677194692737
South Carolina,2018,5114,3990,1119,5,0,0,0,83.38888888888889,37.72222222222222,64.59951715342466
South Carolina,2019,4256,2998,1248,10,0,0,0,82.38888888888889,38.22222222222222,65.62012141369863
South Carolina,2020,4470,3670,793,7,0,0,0,89.92857142857143,37.5,68.47147775639614
South Carolina,2021,4558,3326,1228,4,0,0,0,91.57142857142857,41.214285714285715,61.41730206234509
South Carolina,2022,4503,3301,1201,1,0,0,0,87.85714285714286,41.714285714285715,66.33749569418738
South Carolina,2023,4489,2932,1539,18,0,0,0,105.64285714285714,44.285714285714285,65.26335671666696
South Carolina,2024,2308,1583,721,4,0,0,0,101.0,44.53846153846154,66.40882165686385
South Dakota,2009,3030,2426,596,5,2,0,1,136.88888888888889,36.888888888888886,44.51076563089251
South Dakota,2010,3037,2400,632,4,1,0,0,107.11111111111111,38.22222222222222,49.375296914580225
South Dakota,2011,3006,2431,572,3,0,0,0,87.55555555555556,36.888888888888886,48.813607294477265
South Dakota,2012,3040,2014,1010,15,1,0,0,106.0,42.888888888888886,50.2979162744262
South Dakota,2013,3020,2136,883,1,0,0,0,90.55555555555556,42.333333333333336,44.6286817979512
South Dakota,2014,3026,2533,490,3,0,0,0,91.33333333333333,36.333333333333336,48.578058430612685
South Dakota,2015,3387,2621,749,16,1,0,0,120.4,38.2,45.83593776379174
South Dakota,2016,3396,2955,435,6,0,0,0,90.8,33.5,52.28511584995507
South Dakota,2017,3395,2834,551,8,2,0,0,108.4,35.1,50.60378890613831
South Dakota,2018,3392,2759,619,13,0,0,1,134.3,35.8,42.96310085298904
South Dakota,2019,3386,2937,439,10,0,0,0,90.4,33.5,47.27075897940199
South Dakota,2020,3645,3093,548,4,0,0,0,96.1,35.4,45.96289656814245
South Dakota,2021,3516,2750,719,29,11,7,0,210.2,35.4,49.914724469753466
South Dakota,2022,3625,3096,523,6,0,0,0,95.0,34.4,38.97380421652138
South Dakota,2023,3640,2701,831,78,28,2,0,174.2,39.1,26.88138083333333
Tennessee,2009,6704,5091,1586,26,1,0,0,101.41666666666667,37.25,57.705440697744834
Tennessee,2010,6601,4208,2184,207,2,0,0,114.83333333333333,42.833333333333336,52.98566999357807
Tennessee,2011,6820,4540,2111,160,9,0,0,116.375,41.75,56.50684011564474
Tennessee,2012,6257,4151,1911,168,24,3,0,139.69565217391303,42.30434782608695,58.993751039141934
Tennessee,2013,6649,4684,1955,10,0,0,0,87.96,43.0,56.024801158463795
Tennessee,2014,6503,4492,1999,12,0,0,0,92.20833333333333,42.833333333333336,55.41229420996503
Tennessee,2015,6216,4559,1645,12,0,0,0,90.625,41.208333333333336,57.47414461869287
Tennessee,2016,5746,4127,1570,39,10,0,0,113.45833333333333,41.0,58.27276524469816
Tennessee,2017,6959,5066,1884,8,1,0,0,90.8695652173913,41.91304347826087,57.9336877814944
Tennessee,2018,7682,5576,2079,26,1,0,0,98.73913043478261,40.52173913043478,57.376685336558275
Tennessee,2019,7774,5534,2230,10,0,0,0,87.08695652173913,41.21739130434783,57.896755135650785
Tennessee,2020,7769,6289,1469,9,2,0,0,95.04347826086956,37.08695652173913,57.21383283762159
Tennessee,2021,7781,5637,2122,22,0,0,0,102.1304347826087,40.26086956521739,59.03997065972428
Tennessee,2022,7708,5812,1875,18,3,0,0,102.56521739130434,40.130434782608695,58.68181664159802
Tennessee,2023,7692,5378,2256,58,0,0,0,114.1304347826087,42.56521739130435,60.03601407786581
Tennessee,2024,2226,1693,533,0,0,0,0,70.47826086956522,37.65217391304348,58.32153849618993
Texas,2009,15156,9530,5349,237,38,2,0,122.4888888888889,43.644444444444446,67.8984598219034
Texas,2010,15258,10038,4937,251,32,0,0,120.11111111111111,42.91111111111111,67.0730965605931
Texas,2011,15069,8569,5867,545,85,3,0,147.35555555555555,46.46666666666667,69.9718587251481
Texas,2012,14722,8836,5474,353,47,10,2,154.48837209302326,45.372093023255815,69.84411412315461
Texas,2013,14796,9703,4833,241,19,0,0,126.55813953488372,43.04651162790697,66.18506911622063
Texas,2014,14617,9675,4838,97,7,0,0,110.3953488372093,42.53488372093023,66.17269093088008
Texas,2015,14340,9767,4331,211,30,1,0,122.73170731707317,41.609756097560975,68.07094473449705
Texas,2016,14424,10770,3570,80,4,0,0,106.02380952380952,40.19047619047619,67.09454797183255
Texas,2017,14435,10279,4016,133,6,1,0,114.61904761904762,41.595238095238095,68.27165380026176
Texas,2018,14541,10081,4215,219,24,2,0,130.42857142857142,40.904761904761905,67.70392416475657
Texas,2019,14440,9996,4305,129,9,1,0,115.95121951219512,42.21951219512195,67.36572041639974
Texas,2020,15852,11414,4295,120,23,0,0,123.06666666666666,39.6,68.39155921470626
Texas,2021,16090,11244,4685,144,16,1,0,112.68888888888888,40.55555555555556,68.90022435442502
Texas,2022,15883,10647,4989,234,12,1,0,123.37777777777778,41.8,68.19075825022135
Texas,2023,15787,10196,5257,302,30,1,1,125.4,41.82222222222222,69.77813535339698
Texas,2024,4639,3400,1194,33,7,2,3,94.38636363636364,39.20454545454545,66.40891973079424
Utah,2009,3603,1812,1654,119,18,0,0,138.83333333333334,44.75,52.4487495443385
Utah,2010,3998,2185,1644,117,37,14,1,169.76923076923077,44.0,53.25753440293465
Utah,2011,4652,2771,1727,112,33,9,0,136.66666666666666,43.333333333333336,48.195016241915596
Utah,2012,5065,2894,2040,126,5,0,0,129.66666666666666,46.333333333333336,54.407980513324055
Utah,2013,4964,2897,1730,221,90,26,0,144.86666666666667,46.46666666666667,50.49749950226214
Utah,2014,4997,3568,1344,78,7,0,0,118.26666666666667,42.86666666666667,53.582331318214614
Utah,2015,4780,3323,1371,82,4,0,0,127.14285714285714,41.92857142857143,54.91655111967941
Utah,2016,4553,3085,1350,101,15,2,0,126.42857142857143,41.07142857142857,53.12403955488102
Utah,2017,4717,2812,1728,155,20,2,0,138.0,45.714285714285715,53.62688666422137
Utah,2018,5217,3008,2043,152,14,0,0,131.73333333333332,45.8,54.41898930502983
Utah,2019,5093,3549,1459,72,9,4,0,126.46666666666667,43.93333333333333,50.130171592686594
Utah,2020,5209,3633,1496,72,7,1,0,129.73333333333332,42.86666666666667,53.493460042788065
Utah,2021,5223,3340,1688,176,19,0,0,142.93333333333334,43.86666666666667,55.185397240716085
Utah,2022,5075,3511,1500,62,2,0,0,110.73333333333333,43.53333333333333,50.01612160381243
Utah,2023,5229,3489,1624,77,35,4,0,117.625,41.9375,50.38861072238849
Utah,2024,2793,1929,829,33,2,0,0,109.57142857142857,45.07142857142857,55.253791190071574
Vermont,2009,1089,738,346,5,0,0,0,111.0,40.333333333333336,46.575792641210256
Vermont,2010,1094,775,314,4,1,0,0,124.0,39.0,48.77928015520598
Vermont,2011,1096,653,434,9,0,0,0,93.75,36.5,48.36316750946071
Vermont,2012,1211,888,318,5,0,0,0,94.5,35.25,50.02641300461135
Vermont,2013,1210,869,336,5,0,0,0,105.0,35.75,47.19501818957752
Vermont,2014,1212,910,299,3,0,0,0,86.5,33.75,46.51546768463978
Vermont,2015,1207,884,320,3,0,0,0,96.0,34.0,47.32270860962783
